City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Batticaloa,85,LK,1613792752,76,7.7102,81.6924,81.88,7.96
Kamisu,0,JP,1613792752,33,35.8907,140.6686,61.0,17.27
Torbay,90,CA,1613792753,63,47.6666,-52.7314,24.01,11.5
Arrondissement de Blois,0,FR,1613792753,87,47.5833,1.3333,51.01,3.44
Mazara del Vallo,0,IT,1613792753,100,37.6641,12.588,48.2,4.61
Ushuaia,75,AR,1613792753,81,-54.8,-68.3,48.2,6.13
Tuktoyaktuk,20,CA,1613792754,75,69.4541,-133.0374,-31.0,10.36
Kapaa,90,US,1613792754,83,22.0752,-159.319,73.4,14.97
Vysokogornyy,100,RU,1613792754,91,50.1167,139.15,12.11,4.97
Narsaq,75,GL,1613792754,58,60.9167,-46.05,23.0,4.61
Kirkuk,99,IQ,1613792754,64,35.4681,44.3922,46.33,5.5
San Quintín,0,MX,1613792754,70,30.4833,-115.95,58.14,8.41
Palmital,0,BR,1613792754,66,-22.7889,-50.2175,65.37,1.9
Solnechnyy,100,RU,1613792754,90,50.7214,136.6319,6.67,9.24
Rikitea,98,PF,1613792755,68,-23.1203,-134.9692,76.98,4.45
Hobart,75,AU,1613792495,72,-42.8794,147.3294,73.99,17.27
Puerto Ayora,77,EC,1613792755,92,-0.7393,-90.3518,77.0,1.99
Souillac,75,MU,1613792755,89,-20.5167,57.5167,80.6,8.05
Saint Paul Harbor,1,US,1613792755,31,57.79,-152.4072,30.2,5.75
Coquimbo,0,CL,1613792755,88,-29.9533,-71.3436,60.8,1.14
Avarua,75,CK,1613792755,94,-21.2078,-159.775,75.2,4.61
Sobolevo,97,RU,1613792755,94,54.4299,31.8996,2.35,5.82
Kulhudhuffushi,100,MV,1613792702,65,6.6221,73.07,81.93,9.33
Barrow,90,US,1613792756,77,71.2906,-156.7887,-5.8,14.97
Camacha,75,PT,1613792756,88,33.0833,-16.3333,64.4,25.32
Mnogovershinnyy,100,RU,1613792756,95,53.9353,139.9242,8.46,5.82
Busselton,0,AU,1613792756,41,-33.65,115.3333,77.05,5.1
Adrar,0,MR,1613792756,25,20.5022,-10.0711,63.97,9.73
Oktyabr'skiy,86,RU,1613792756,89,54.4815,53.471,-9.81,5.14
Pisco,20,PE,1613792756,78,-13.7,-76.2167,69.8,9.22
Bambous Virieux,75,MU,1613792757,89,-20.3428,57.7575,82.0,8.05
Dingzhou,0,CN,1613792757,10,38.5131,114.9956,68.0,8.95
Castro,0,BR,1613792757,93,-24.7911,-50.0119,59.85,4.41
Tilichiki,100,RU,1613792758,91,60.4667,166.1,-10.43,16.96
Te Anau,0,NZ,1613792758,32,-45.4167,167.7167,73.6,7.0
Ancud,0,CL,1613792758,87,-41.8697,-73.8203,50.0,3.44
Yulara,0,AU,1613792758,23,-25.2406,130.9889,96.8,8.05
Shahr-e Kord,0,IR,1613792758,35,32.3256,50.8644,35.6,6.91
São Filipe,2,CV,1613792758,80,14.8961,-24.4956,69.24,5.64
Tual,14,ID,1613792758,76,-5.6667,132.75,83.57,21.5
Corrales,0,US,1613792758,45,35.2378,-106.6067,37.99,3.0
Chui,27,UY,1613792758,88,-33.6971,-53.4616,64.54,6.46
Mareeba,90,AU,1613792759,69,-17.0,145.4333,82.4,9.22
Provideniya,0,RU,1613792759,71,64.3833,-173.3,-0.4,8.95
Yellowknife,75,CA,1613792737,85,62.456,-114.3525,6.8,8.05
Guerrero Negro,0,MX,1613792759,56,27.9769,-114.0611,60.51,9.98
Yuncheng,0,CN,1613792760,23,35.0231,110.9928,64.17,7.7
New Norfolk,40,AU,1613792760,50,-42.7826,147.0587,73.99,4.0
Srednekolymsk,34,RU,1613792760,83,67.45,153.6833,-27.56,2.08
Vaini,75,TO,1613792760,78,-21.2,-175.2,80.6,12.66
Olinda,75,BR,1613792760,69,-8.0089,-34.8553,78.8,6.91
Vestmannaeyjar,99,IS,1613792760,72,63.4427,-20.2734,39.2,10.54
Cockburn Town,0,TC,1613792760,79,21.4612,-71.1419,77.05,21.52
Pevek,0,RU,1613792761,86,69.7008,170.3133,-25.06,3.74
Kaputa,100,ZM,1613792761,88,-8.4689,29.6619,66.43,2.26
Seddon,75,AU,1613792761,83,-37.8068,144.8916,80.01,10.36
Saint George,1,US,1613792761,21,37.1041,-113.5841,48.2,1.14
North Platte,1,US,1613792761,79,41.1239,-100.7654,21.0,7.76
Chake Chake,97,TZ,1613792762,84,-5.2459,39.7666,79.2,2.37
Hondomachi-hondo,20,JP,1613792762,63,32.45,130.2,60.8,27.63
Minas,40,UY,1613792762,68,-34.3759,-55.2377,68.0,9.22
Ilulissat,87,GL,1613792762,65,69.2167,-51.1,-5.8,4.61
Brae,100,GB,1613792762,87,60.3964,-1.353,46.4,11.5
Lodja,100,CD,1613792762,96,-3.4833,23.4333,68.58,1.83
Port Elizabeth,90,ZA,1613792762,88,-33.918,25.5701,68.0,13.8
Flinders,0,AU,1613792762,69,-34.5833,150.8552,84.99,4.0
Bethel,90,US,1613792762,93,41.3712,-73.414,30.0,4.47
Ponta Delgada,40,PT,1613792763,62,37.7333,-25.6667,51.8,16.11
Bredasdorp,97,ZA,1613792763,77,-34.5322,20.0403,62.6,4.61
Chamba,68,IN,1613792763,22,32.5667,76.1333,66.9,1.74
Saint-Joseph,0,RE,1613792763,74,-21.3667,55.6167,82.4,4.61
Languyan,100,PH,1613792763,69,5.2618,120.0807,82.15,16.11
Hilo,90,US,1613792724,61,19.7297,-155.09,78.8,9.22
Cabo San Lucas,1,MX,1613792763,48,22.8909,-109.9124,64.99,3.44
Constitución,0,CL,1613792763,54,-35.3333,-72.4167,59.7,6.15
West Bay,20,KY,1613792764,78,19.3667,-81.4167,79.0,7.49
Kaitangata,0,NZ,1613792764,75,-46.2817,169.8464,64.99,7.0
Kozulka,90,UA,1613792764,100,50.0351,23.797,26.6,2.24
Mar del Plata,0,AR,1613792644,76,-38.0023,-57.5575,59.0,8.05
Helong,70,CN,1613792764,84,42.5397,128.9972,25.74,11.99
La Paz,75,BO,1613792764,87,-16.5,-68.15,46.4,9.22
Poum,83,NC,1613792764,76,-20.2333,164.0167,83.7,11.43
Lugovoy,100,KZ,1613792764,90,42.9472,72.7644,34.48,5.26
Thunder Bay,90,CA,1613792765,85,48.4001,-89.3168,14.0,4.16
Tinqueux,0,FR,1613792765,87,49.25,3.9833,44.6,6.91
Ponta do Sol,100,PT,1613792765,90,32.6667,-17.1,62.01,8.99
Lompoc,90,US,1613792765,94,34.6391,-120.4579,53.6,9.22
Benguela,96,AO,1613792765,76,-12.5763,13.4055,74.62,3.96
Karasjok,75,NO,1613792765,66,69.4719,25.5112,5.0,21.85
Saint Andrews,1,US,1613792766,93,34.0454,-81.1293,39.99,3.44
Gīdolē,100,ET,1613792766,79,5.65,37.3667,61.07,4.79
Sitka,90,US,1613792766,75,57.0531,-135.33,35.6,18.41
Nikolskoye,40,RU,1613792766,73,59.7035,30.7861,14.0,6.71
Hamilton,1,US,1613792644,58,39.1834,-84.5333,21.2,8.05
Fortuna,90,US,1613792767,87,40.5982,-124.1573,48.99,9.22
Tasiilaq,90,GL,1613792767,93,65.6145,-37.6368,28.4,3.44
Ust-Kuyga,38,RU,1613792767,81,70.0167,135.6,-30.91,3.44
Mossoró,100,BR,1613792768,81,-5.1875,-37.3442,77.27,7.78
Kattivākkam,75,IN,1613792768,78,13.2167,80.3167,77.0,9.22
Albany,97,US,1613792768,95,42.6001,-73.9662,28.0,5.77
Alice Springs,29,AU,1613792705,17,-23.7,133.8833,100.4,12.66
Butaritari,100,KI,1613792769,82,3.0707,172.7902,80.67,14.07
Cherskiy,0,RU,1613792769,83,68.75,161.3,-27.74,2.53
Yenagoa,0,NG,1613792769,78,4.9247,6.2642,72.01,2.95
Saskylakh,92,RU,1613792770,84,71.9167,114.0833,-27.51,7.25
Moses Lake,90,US,1613792770,80,47.1301,-119.2781,32.0,5.48
Hervey Bay,75,AU,1613792556,78,-25.2986,152.8535,77.0,4.61
Kahului,40,US,1613792770,69,20.8947,-156.47,77.0,17.27
Roebourne,0,AU,1613792770,44,-20.7833,117.1333,94.91,4.81
Utica,90,US,1613792770,80,43.1009,-75.2327,26.6,5.75
Champerico,27,GT,1613792770,91,14.3,-91.9167,66.0,1.01
Hoquiam,90,US,1613792770,87,46.9809,-123.8893,44.01,4.61
Fairbanks,75,US,1613792771,69,64.8378,-147.7164,-13.0,1.45
Opuwo,57,NA,1613792771,43,-18.0607,13.84,70.52,0.98
Chokurdakh,0,RU,1613792771,84,70.6333,147.9167,-30.03,3.69
Ilebo,100,CD,1613792771,82,-4.3167,20.5833,71.69,0.96
Hithadhoo,54,MV,1613792704,75,-0.6,73.0833,82.8,10.45
Buin,0,CL,1613792771,56,-33.7333,-70.75,69.01,9.22
Marsh Harbour,6,BS,1613792771,82,26.5412,-77.0636,75.7,14.61
Savinka,74,RU,1613792771,93,50.0785,47.0994,2.37,6.73
Oddur,100,SO,1613792772,82,4.1213,43.8894,67.41,19.62
Jardim,93,BR,1613792772,67,-21.4803,-56.1381,65.71,1.45
Thompson,1,CA,1613792772,72,55.7435,-97.8558,5.0,8.05
Cape Canaveral,99,US,1613792772,92,28.4058,-80.6048,60.01,3.0
Biltine,0,TD,1613792773,28,14.5333,20.9167,58.12,12.48
Sabang,9,ID,1613792773,77,5.8933,95.3214,81.25,26.75
Yarmouth,90,US,1613792773,86,41.7057,-70.2286,33.8,12.66
Lagoa,68,PT,1613792773,64,39.05,-27.9833,52.32,26.02
Kiruna,90,SE,1613792773,85,67.8557,20.2251,8.6,3.44
Kiama,0,AU,1613792774,77,-34.6833,150.8667,84.99,10.0
Lubango,100,AO,1613792774,57,-14.9172,13.4925,62.6,1.9
Mountain Home,100,US,1613792774,90,43.133,-115.6912,39.0,11.99
Huarmey,3,PE,1613792774,85,-10.0681,-78.1522,69.73,6.06
Qaanaaq,96,GL,1613792774,79,77.484,-69.3632,-29.43,1.68
Kloulklubed,75,PW,1613792774,74,7.0419,134.2556,86.0,8.05
Arrondissement de Cahors,0,FR,1613792775,82,44.4167,1.3333,52.0,13.8
Shahreza,0,IR,1613792775,73,32.0339,51.8794,37.53,1.54
Bengkulu,99,ID,1613792775,72,-3.8004,102.2655,82.38,3.67
Gravdal,100,NO,1613792775,95,68.1214,13.5031,29.32,16.69
Natal,20,BR,1613792775,78,-5.795,-35.2094,80.6,8.05
Quijingue,100,BR,1613792776,86,-10.7525,-39.2092,71.1,3.8
Orlik,98,RU,1613792776,89,52.5178,99.825,27.63,17.22
Cidreira,11,BR,1613792776,87,-30.1811,-50.2056,68.68,5.17
Broome,90,US,1613792776,80,42.2506,-75.833,23.0,9.22
Gari,100,RU,1613792776,90,59.4307,62.3497,-11.29,4.76
Chifeng,70,CN,1613792776,40,42.2683,118.9636,50.81,23.71
Dzhebariki-Khaya,100,RU,1613792776,84,62.2167,135.8,-14.84,1.1
Lebu,0,CL,1613792776,78,-37.6167,-73.65,53.73,16.67
Morro Bay,44,US,1613792777,96,35.3658,-120.8499,55.99,1.99
Thap Than,29,TH,1613792777,38,15.4606,99.8917,84.0,10.83
Camocim,97,BR,1613792777,87,-2.9022,-40.8411,76.35,5.03
Turukhansk,100,RU,1613792777,82,65.8167,87.9833,-19.82,5.61
Naryan-Mar,95,RU,1613792778,87,67.6713,53.087,-22.76,6.15
Santa Maria,0,BR,1613792778,94,-29.6842,-53.8069,66.2,2.3
Léo,4,BF,1613792778,18,11.1,-2.1,69.12,9.04
Meulaboh,13,ID,1613792778,57,4.1363,96.1285,87.08,1.36
Bluff,0,NZ,1613792778,63,-46.6,168.3333,63.84,9.89
Macusani,98,PE,1613792778,88,-14.0833,-70.4333,36.01,3.18
Lumberton,1,US,1613792778,93,34.6182,-79.0086,37.4,3.44
Zemio,99,CF,1613792778,35,5.0314,25.1361,58.55,1.12
Champotón,100,MX,1613792778,74,19.35,-90.7167,68.95,13.65
Aksha,100,RU,1613792779,90,50.2814,113.2867,15.06,0.63
Praia,75,CV,1613792779,77,14.9215,-23.5087,68.0,10.36
Itarema,93,BR,1613792779,86,-2.9248,-39.9167,78.12,5.7
Tomatlán,10,MX,1613792780,90,19.9333,-105.25,63.75,2.3
Broken Hill,40,AU,1613792534,16,-31.95,141.4333,98.6,9.22
Cukai,40,MY,1613792780,69,4.25,103.4167,82.4,11.5
Tabou,57,CI,1613792780,87,4.423,-7.3528,77.76,6.24
Estelle,1,US,1613792781,65,29.8458,-90.1067,42.8,6.91
Rawson,0,AR,1613792781,55,-43.3002,-65.1023,55.9,8.72
‘Ewa Beach,40,US,1613792781,61,21.3156,-158.0072,80.6,8.05
Rosarito,1,MX,1613792781,76,32.3333,-117.0333,57.0,3.44
Half Moon Bay,90,US,1613792781,100,37.4636,-122.4286,52.0,10.36
Mahébourg,75,MU,1613792781,89,-20.4081,57.7,80.6,8.05
Kilindoni,96,TZ,1613792781,83,-7.9139,39.6668,79.05,3.69
Mandera,92,KE,1613792782,71,3.9366,41.867,74.89,6.8
Elk Point,1,US,1613792782,78,42.6833,-96.6836,14.0,6.91
El Rosario,1,MX,1613792782,72,24.2556,-107.1828,66.2,2.71
Port Blair,40,IN,1613792782,70,11.6667,92.75,84.2,11.5
Taltal,0,CL,1613792782,75,-25.4,-70.4833,64.74,4.38
Makakilo City,40,US,1613792782,61,21.3469,-158.0858,80.6,8.05
Beian,0,NO,1613792782,65,63.6559,9.5683,37.4,20.71
Rexburg,90,US,1613792782,74,43.826,-111.7897,32.0,11.5
San Miguel,47,SV,1613792783,45,13.4833,-88.1833,79.57,3.6
Lavumisa,100,SZ,1613792783,82,-27.31,31.892,70.38,4.09
Aripuanã,100,BR,1613792783,99,-9.1667,-60.6333,72.61,1.97
Safi,45,MA,1613792783,44,32.2994,-9.2372,59.41,9.95
Quatre Cocos,75,MU,1613792783,89,-20.2078,57.7625,82.0,8.05
Kirovskiy,100,RU,1613792783,94,45.0917,133.5136,18.37,12.17
Lavrentiya,51,RU,1613792783,85,65.5833,-171.0,-14.1,2.82
Portland,100,US,1613792783,90,45.5234,-122.6762,43.0,1.99
Ouadda,33,CF,1613792783,27,8.0777,22.4007,62.22,6.73
Norman Wells,90,CA,1613792784,76,65.282,-126.8329,-14.8,16.11
Dauriya,99,RU,1613792784,87,49.9333,116.8667,5.34,3.76
Iqaluit,20,CA,1613792784,69,63.7506,-68.5145,-20.0,4.61
Kropotkin,0,RU,1613792784,96,45.4375,40.5756,18.0,5.08
Iberia,1,US,1613792785,93,29.9502,-91.7507,30.99,8.05
San Cristobal,97,VE,1613792785,78,7.7669,-72.225,66.02,1.63
Beni,100,CD,1613792785,99,0.5,29.4667,61.14,1.36
Carnarvon,0,AU,1613792785,66,-24.8667,113.6333,86.0,10.36
Pochutla,0,MX,1613792785,77,15.7432,-96.4661,75.0,1.99
Esperance,0,AU,1613792785,41,-33.8667,121.9,75.2,4.61
Deputatsky,13,RU,1613792785,87,69.3,139.9,-26.09,0.34
Ondjiva,91,AO,1613792786,77,-17.0667,15.7333,70.36,1.81
Jalu,0,LY,1613792786,70,29.0331,21.5482,50.05,3.2
Saldanha,49,ZA,1613792786,82,-33.0117,17.9442,57.2,3.44
Örnsköldsvik,90,SE,1613792786,100,63.2909,18.7153,32.0,4.61
Khatanga,63,RU,1613792786,85,71.9667,102.5,-27.17,8.95
Malakwal,96,PK,1613792786,35,32.5536,73.2123,66.15,2.24
Río Gallegos,90,AR,1613792786,50,-51.6226,-69.2181,55.4,16.11
Ulaangom,18,MN,1613792786,92,49.9811,92.0667,16.54,5.01
Turaif,75,SA,1613792786,100,31.6725,38.6637,39.2,6.91
Iranshahr,0,IR,1613792787,44,27.2025,60.6848,59.0,6.91
Laas,93,IT,1613792605,73,46.6166,10.7002,37.99,1.01
São Félix do Xingu,100,BR,1613792787,96,-6.6447,-51.995,72.79,0.43
Tura,43,IN,1613792787,18,25.5198,90.2201,81.82,3.76
Barabai,99,ID,1613792787,54,-2.5833,115.3833,91.71,2.19
Azare,0,NG,1613792787,36,11.6765,10.1948,54.63,7.85
Fort-Shevchenko,0,KZ,1613792787,88,44.5086,50.263,23.52,7.47
Parabel',100,RU,1613792787,85,58.6978,81.4825,-24.07,5.88
Tongchuanshi,0,CN,1613792605,25,35.0806,109.0897,63.14,7.47
Upata,0,VE,1613792788,79,8.0086,-62.3989,75.0,1.99
Gallup,1,US,1613792788,51,35.5281,-108.7426,35.6,3.87
Oistins,20,BB,1613792788,69,13.0667,-59.5333,77.0,18.41
Vangaindrano,28,MG,1613792788,86,-23.35,47.6,77.23,2.48
Whitianga,0,NZ,1613792788,55,-36.8333,175.7,72.75,5.48
Oruzgan,100,AF,1613792788,47,32.8333,66.0,51.44,6.33
Chicama,0,PE,1613792788,75,-7.8447,-79.1469,72.19,5.14
Storslett,93,NO,1613792788,86,69.7678,21.0247,7.86,16.15
Kavaratti,57,IN,1613792789,60,10.5669,72.642,81.5,6.53
Ekenäs,100,FI,1613792789,95,59.9736,23.4339,28.99,9.17
Bonavista,100,CA,1613792789,79,48.6499,-53.1147,24.01,9.22
Kutum,1,SD,1613792789,43,14.2,24.6667,46.83,10.51
Karīmpur,45,IN,1613792790,22,23.9667,88.6167,81.79,6.2
Philadelphia,75,US,1613792790,86,39.9523,-75.1638,32.0,6.91
Oriental,0,MX,1613792790,68,19.3667,-97.6167,47.19,3.69
Pangnirtung,100,CA,1613792790,77,66.1451,-65.7125,-24.77,1.14
Atar,0,MR,1613792790,25,20.5169,-13.0499,63.84,7.9
Tabas,0,IR,1613792790,38,33.5959,56.9244,52.12,2.33
Bernalillo,0,US,1613792790,47,35.05,-106.6673,37.0,2.86
Ponte San Pietro,75,IT,1613792792,93,45.6963,9.5849,48.0,2.3
Bossangoa,56,CF,1613792792,29,6.4926,17.4552,64.17,3.24
Chodavaram,75,IN,1613792792,69,17.8333,82.95,78.8,5.75
Nizhniy Odes,81,RU,1613792792,87,63.6445,54.856,-22.67,3.89
Dali,100,CN,1613792792,38,25.7,100.1833,61.5,4.72
Santa Cruz,0,MA,1613792793,76,30.4202,-9.5982,46.4,8.05
Viedma,0,AR,1613792793,57,-40.8135,-62.9967,56.66,10.89
Korla,100,CN,1613792793,56,41.7597,86.1469,42.55,3.49
Ossora,100,RU,1613792793,93,59.2353,163.0719,11.05,18.01
Tsaratanana,100,MG,1613792793,80,-16.7833,47.65,76.37,3.15
Balasheyka,0,RU,1613792793,88,53.2841,48.0851,-13.85,5.1
La Ronge,100,CA,1613792793,62,55.1001,-105.2842,17.6,8.05
Padang,20,ID,1613792794,55,-0.9492,100.3543,87.8,4.61
East London,0,ZA,1613792794,94,-33.0153,27.9116,68.0,3.44
Rincon,20,US,1613792794,93,32.296,-81.2354,46.4,4.61
Kaseda-shirakame,20,JP,1613792795,55,31.4167,130.3167,59.0,10.36
Dunedin,0,NZ,1613792635,65,-45.8742,170.5036,68.0,5.99
Indianola,93,US,1613792795,79,41.3581,-93.5574,15.01,2.55
Ponérihouen,88,NC,1613792795,73,-21.0833,165.4,84.16,6.82
Arraial do Cabo,14,BR,1613792795,90,-22.9661,-42.0278,75.97,6.85
Naze,40,JP,1613792663,48,28.3667,129.4833,66.2,9.22
Tevaitoa,55,PF,1613792796,76,-16.7833,-151.5,81.68,15.52
Faanui,30,PF,1613792796,75,-16.4833,-151.75,81.77,14.76
Corbélia,0,BR,1613792796,76,-24.7989,-53.3067,61.86,6.82
Tupik,98,RU,1613792797,83,54.4253,119.9327,-2.67,3.49
Concordia,31,AR,1613792797,75,-31.393,-58.0209,71.01,3.0
Mehamn,24,NO,1613792797,88,71.0357,27.8492,9.32,11.59
Katsuura,0,JP,1613792797,42,35.1333,140.3,60.01,18.99
Nome,1,US,1613792797,71,64.5011,-165.4064,-7.6,3.71
Sangar,96,RU,1613792797,87,63.9242,127.4739,-14.35,2.91
Kruisfontein,76,ZA,1613792797,80,-34.0033,24.7314,68.0,5.01
Plátanos,20,GR,1613792797,87,37.6667,21.6167,41.0,3.44
Berdigestyakh,36,RU,1613792798,84,62.0989,126.6992,-18.31,3.06
Shimoda,20,JP,1613792535,47,34.6667,138.95,57.2,28.77
Departamento de Maldonado,40,UY,1613792798,68,-34.6667,-54.9167,68.0,9.22
Angoche,100,MZ,1613792798,86,-16.2325,39.9086,78.6,5.7
Necochea,0,AR,1613792798,49,-38.5473,-58.7368,56.86,12.84
Muros,100,ES,1613792798,81,42.7762,-9.0603,60.01,32.01
Matara,60,LK,1613792769,70,5.9485,80.5353,82.74,10.67
Bose,94,IT,1613792798,85,45.4612,8.0137,43.0,2.13
Talnakh,8,RU,1613792799,71,69.4865,88.3972,-31.36,3.76
Ashtian,0,IR,1613792799,82,34.5217,50.0019,29.03,1.57
Udimskiy,57,RU,1613792799,89,61.1417,45.9144,-17.12,3.96
Okhotsk,79,RU,1613792799,86,59.3833,143.3,8.08,15.41
Patharia,0,IN,1613792799,22,23.9,79.2,73.63,6.08
Garissa,99,KE,1613792799,78,-0.4536,39.6401,76.68,8.63
Mizdah,89,LY,1613792799,47,31.4451,12.9801,47.05,2.35
Tiarei,75,PF,1613792799,69,-17.5333,-149.3333,84.0,12.66
Taoudenni,66,ML,1613792800,21,22.6783,-3.9836,75.88,6.11
Hastings,96,GB,1613792800,71,50.8552,0.5729,53.01,14.0
Shingū,0,JP,1613792800,47,33.7333,135.9833,57.2,5.75
Kangaatsiaq,100,GL,1613792800,92,68.3065,-53.4641,-2.79,11.18
Ryōtsu-minato,75,JP,1613792800,62,38.0833,138.4333,51.8,18.41
Colimes,0,EC,1613792800,69,-1.55,-80.0167,80.6,4.61
Smithers,75,CA,1613792800,60,54.7804,-127.1743,33.8,10.36
Fort Nelson,40,CA,1613792800,74,58.8053,-122.7002,24.8,5.75
Iralaya,0,HN,1613792801,83,15.0,-83.2333,76.75,6.04
Tubmanburg,100,LR,1613792801,93,6.8708,-10.8172,74.28,2.62
Lamu,100,KE,1613792801,87,-2.2717,40.902,78.1,5.95
Chumikan,99,RU,1613792801,84,54.7183,135.315,7.45,2.55
São João da Barra,26,BR,1613792802,93,-21.6403,-41.0511,75.15,1.83
Hasaki,0,JP,1613792802,33,35.7333,140.8333,61.0,17.27
Mahon,75,ES,1613792802,93,39.8885,4.2658,51.8,6.91
Zhigansk,20,RU,1613792803,81,66.7697,123.3711,-29.49,3.8
Ormara,66,PK,1613792803,40,25.2088,64.6357,76.21,6.49
San Angelo,1,US,1613792803,80,31.4638,-100.437,34.0,6.91
Hokitika,2,NZ,1613792803,69,-42.7167,170.9667,63.84,9.55
Cabedelo,20,BR,1613792803,89,-6.9811,-34.8339,78.8,4.61
Sant Feliu de Guíxols,90,ES,1613792803,100,41.7833,3.0333,53.01,8.05
Lorengau,25,PG,1613792804,66,-2.0226,147.2712,86.65,8.43
Kemijärvi,100,FI,1613792804,89,66.7131,27.4306,0.0,9.57
Pombia,75,IT,1613792804,93,45.653,8.6336,45.0,3.44
Margate,99,GB,1613792804,74,51.3813,1.3862,54.0,4.0
Vardø,53,NO,1613792804,90,70.3705,31.1107,17.17,11.27
George Town,20,MY,1613792598,45,5.4112,100.3354,87.8,16.11
Andilamena,99,MG,1613792805,90,-17.0167,48.5833,70.09,2.62
Corbiţa,0,RO,1613792805,86,46.15,27.3,23.0,11.5
Sola,75,VU,1613792805,84,-13.8833,167.55,84.2,9.84
Lima,90,PE,1613792541,88,-12.0432,-77.0282,73.0,4.61
San Patricio,1,US,1613792805,65,28.017,-97.5169,41.0,5.75
Bandarbeyla,82,SO,1613792805,71,9.4942,50.8122,72.93,15.14
Kamaishi,75,JP,1613792806,81,39.2667,141.8833,41.0,10.36
Coyhaique,20,CL,1613792806,66,-45.5752,-72.0662,51.8,3.44
Ferme-Neuve,99,CA,1613792806,92,46.7001,-75.4493,10.4,2.3
Øksfjord,7,NO,1613792806,72,70.2396,22.3479,10.4,12.66
Khor,100,RU,1613792806,94,47.8861,134.9464,13.73,5.88
Srīvardhan,74,IN,1613792806,38,18.0333,73.0167,80.82,6.76
Davidson,1,US,1613792806,74,36.1501,-86.7833,23.0,2.75
Ndélé,44,CF,1613792806,26,8.4109,20.6473,65.35,7.16
Prince Rupert,90,CA,1613792806,87,54.3161,-130.3201,41.0,11.5
Salalah,0,OM,1613792807,45,17.0151,54.0924,68.0,3.44
Tiksi,99,RU,1613792807,85,71.6872,128.8694,-29.6,2.95
Homer,1,US,1613792807,38,59.6425,-151.5483,21.2,6.91
Lanigan,99,CA,1613792807,85,51.8501,-105.0344,10.4,12.66
Obzor,90,BG,1613792808,86,42.8167,27.8833,33.8,7.58
Huangpi,0,CN,1613792808,45,30.8845,114.3779,66.2,11.18
Leningradskiy,6,RU,1613792808,81,69.3833,178.4167,-17.57,6.4
Yerbogachën,7,RU,1613792808,85,61.2767,108.0108,-20.11,5.26
Kavieng,15,PG,1613792809,76,-2.5744,150.7967,84.27,9.55
Grindavik,0,IS,1613792809,75,63.8424,-22.4338,33.8,11.5
Hibbing,1,US,1613792809,92,47.4272,-92.9377,-4.0,3.13
Kununurra,40,AU,1613792809,34,-15.7667,128.7333,91.4,10.36
Paranavaí,0,BR,1613792809,50,-23.0731,-52.4653,75.2,2.3
Hambantota,0,LK,1613792562,83,6.1241,81.1185,82.4,10.36
Kīhei,40,US,1613792809,69,20.785,-156.4656,77.0,17.27
Xining,0,CN,1613792809,41,36.6167,101.7667,39.34,3.47
Clyde River,40,CA,1613792810,68,70.4692,-68.5914,-27.4,6.91
Dwārka,24,IN,1613792810,33,22.2394,68.9678,77.27,13.47
Esim,68,GH,1613792810,85,4.8699,-2.2405,78.66,6.78
